id,artist,date,title,link,venue,city,lineup,lineup_count
2447887_vendex,Vendex,2026-07-03,BLACKWORKS HUNGARY,https://ra.co/events/2447887,Arzenal,Budapest,Alycia Bezgo;Dexphase;Franck;Kamafaka;SUMIA;Technokool;Vendex;Winson,8
2456932_vendex,Vendex,2026-07-03,BlackWorks Hungary,https://ra.co/events/2456932,Arzenal,Budapest,Alycia Bezgo;Dexphase;Franck;Kamafaka;SUMIA;Technokool;Vendex;Winson Ngoh,8
2329350_vendex,Vendex,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_sterac,STERAC,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_skream,Skream,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_shkedul,Shkedul,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_fumi,FUMI,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_serafina,Serafina,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_riverside-it,Riverside (IT),2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_rhadoo,Rhadoo,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_youniverse,YOUniverse,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_prunk,Prunk,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_olympe,Olympe,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_objekt,Objekt,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_novah,NOVAH,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_nosedrip,Nosedrip,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2329350_nikolina,Nikolina,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
2390249_nikolina,Nikolina,2026-07-03,COCORICÒ PRES GALACTICA MALTA,https://ra.co/events/2390249,UNO MALTA,All,Nikolina;DAISY;MALISTA,3
2329350_mochakk,Mochakk,2026-07-03,KappaFuturFestival 2026,https://ra.co/events/2329350,Parco Dora,Turin,Adiel;Quest (IT);Adrian Mills;Agoria;Alignment;Fatima Hajji;Amelie Lens;Anthea;ANXHELA;Argy;Armin van Buuren;Avalon Emerson;Batu;Beatrice M.;Ben Klock;Marcel Dettmann;Boys Noize;Carl Craig;Mike Banks;Charlotte de Witte;Chez Damier;Chloé Caillet;Luke Alessi;Chris Lake;Clara Cuvé;Dean Bryce;Daphni;Diplo;Busy P;Tatyana Jane;Disclosure;DJ Rush;DjRUM;DYEN;Enrico Sangiuliano;Erol Alkan;Confidence Man;Fiorella;Fireground;Floating Points;Palms Trax;Four Tet;Skrillex;Gandalf;sizing;Interplanetary Criminal;Jamie Jones;Joseph Capriati;Seth Troxler;Jane Fitz;Joe Claussell;John Talabot;KI/KI;Konduku;Marco Shuttle;Lil' Louis;Maceo Plex;Mad Dog;Mala;Manda Moor;Cuartero;Massano;Max Cooper;Max Dean;Luke Dean_;Mia Koden;Michael Bibi;Miss Monique;Nicola Gavino;Mochakk;Nikolina;Nosedrip;NOVAH;Objekt;Olympe;Paco Osuna;Nicole Moudaber;Peggy Gou;Prunk;YOUniverse;DJ Tennis;Red Axes;Rhadoo;Richie Hawtin;Riverside (IT);Sammy Virji;Sebastian Ingrosso;Serafina;FUMI;Shkedul;Enrico Vivaldi;Simone de Kunovich;Skream;Fleur Shore;Solomun;Colin Benders;Lady Starlight;Speedy J;Chris Liebing;STERAC;Dasha Rush;Sven Vath;Tal Fussman;The Robinson;Tini Gessler;Vendex;Vieze Asbak;Viviana Casanova;Wade;Xiaolin,110
