amazon_ed_playlist_count,amazon_playlist_count,anghami_followers,anghami_plays,band,boomplay_comments,boomplay_favorites,boomplay_plays,boomplay_ranking_current,boomplay_shares,bs_followers,career_status,cm_artist,cm_artist_rank,cm_tag,code2,current_city,de_editorial_playlist_total_reach,de_playlist_total_reach,deezer_ed_playlist_count,deezer_ed_playlist_total_reach,deezer_fans,deezer_playlist_count,deezer_playlist_total_reach,facebook_followers,facebook_likes,facebook_talks,fs_likes,fs_talks,genius_pageviews,genre_smart_ordered,genres,hometown_city,image_url,ins_engagement_rate,ins_followers,itunes_ed_playlist_count,itunes_playlist_count,line_music_artist_likes,line_music_likes,line_music_mv_plays,line_music_plays,melon_artist_fans,melon_likes,melon_video_likes,melon_video_views,name,num_am_editorial_playlists,num_am_playlists,num_az_editorial_playlists,num_az_playlists,num_de_editorial_playlists,num_de_playlists,num_sp_editorial_playlists,num_sp_playlists,num_yt_editorial_playlists,num_yt_playlists,pandora_lifetime_stations_added,pandora_lifetime_streams,pandora_listeners_28_day,pronoun,rank_eg,rank_fb,shazam_count,snap_subscribers,songkick_fans,soundcloud_followers,soundcloud_plays,sp_editorial_playlist_total_reach,sp_followers,sp_followers_to_listeners_ratio,sp_listeners_to_followers_ratio,sp_monthly_listeners,sp_playlist_total_reach,sp_popularity,spotify_ed_playlist_count,spotify_ed_playlist_total_reach,spotify_playlist_count,spotify_playlist_total_reach,tiktok_followers,tiktok_likes,tiktok_top_video_views,tiktok_track_posts,ts_followers,ts_likes,ts_tweet_count,twitch_followers,twitch_monthly_viewer_hours,twitch_views,twitch_weekly_viewer_hours,ws_views,ycs_subscribers,ycs_views,youtube_daily_video_views,youtube_ed_playlist_count,youtube_ed_playlist_total_reach,youtube_monthly_video_views,youtube_playlist_count,youtube_playlist_total_reach,yt_editorial_playlist_total_reach,yt_playlist_total_reach
,,18,3760,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 61, ""trend"": ""steady"", ""trend_score"": 80}",1623605,109077,"[501124, 501146, 501175, 501815, 501456, 501236, 503309]",IT,,0,28873,0,0,22,12,28873,,,,,,,"[{""1"": 501124}, {""2"": 501146}, {""3"": 501175}, {""4"": 501815}, {""5"": 501456}, {""6"": 501236}, {""7"": 503309}]","electronic, dance, house, tech house, edm, european dance, european electronic",,https://i.scdn.co/image/ab6761610000e5ebc04ed73146f3d5d9195310ab,,,0,4,,,,,,,,,Kosimo,0,4,,,0,12,1,8692,,,,,,he/him,95538,159302,149597,,,,,436301,1577,0.01502,66.577045,104992,5405048,33,1,436301,8692,5405048,,,102814,79,,,,,,,,,,,,,,,,,,
,,,,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 10, ""trend"": ""gradual decline"", ""trend_score"": 23}",3917517,2070789,"[501175, 501815, 501146, 501124, 501147, 509454, 509432]",FI,,,,,,1,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501146}, {""4"": 501124}, {""5"": 501147}, {""6"": 509454}, {""7"": 509432}]","house, tech house, dance, electronic, latin, finnish dance, finnish electronic",,https://i.scdn.co/image/ab6761610000e5eb754d61e8c0507083cf15c434,,,,,,,,,,,,,Alex Forsell,,,,,,,0,87,0,1,,,,he/him,,,29,,,,,0,1576,14.867925,0.067259,106,553298,0,0,0,87,553298,,,,,,,,,,,,,,,,0,0,,1,9398,0,9398
,,4,289,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 2, ""trend"": ""gradual decline"", ""trend_score"": 57}",3391588,533785,"[501175, 501815, 501146, 501124, 501675, 503537, 503515]",US,,,,,,44,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501146}, {""4"": 501124}, {""5"": 501675}, {""6"": 503537}, {""7"": 503515}]","house, tech house, dance, electronic, organic house, us dance, us electronic",,https://i.scdn.co/image/ab6761610000e5ebd8b6f6f594dbdbc0b1e6f802,,13274,0,2,,,,,,,,,Tony y Not,0,2,,,,,1,1253,,,3,614,,she/her,599289,388219,17602,,153,3059,36775,7038,1576,0.528504,1.892132,2982,240769,9,1,7038,1253,240769,,,1098,2,,,,,,,,,,,,,,,,,,
,,99,10425,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 4, ""trend"": ""gradual decline"", ""trend_score"": 89}",765379,490233,"[501146, 501124, 501815, 501175, 501553, 501164, 501633, 501121, 503375, 503353, 503350, 404773, 463636]",IL,,,,,,52,,,,,,,,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501815}, {""4"": 501175}, {""5"": 501553}, {""6"": 501164}, {""7"": 501633}, {""8"": 501121}, {""9"": 503375}, {""10"": 503353}, {""11"": 503350}, {""12"": 404773}, {""13"": 463636}]","dance, electronic, tech house, house, israeli, trap, melodic techno, hip-hop/rap, mena dance, mena electronic, mena hip-hop/rap",,https://i.scdn.co/image/ab6761610000e5eb4445eeb902153bb46cd163a9,,43111,0,2,,,,,,,,,Hevi Levi,0,2,,,,,1,1979,,,9,1,,he/him,732644,311240,280758,,356,5017,16700,4169,1572,0.906574,1.103053,1734,659927,8,1,4169,1979,659927,,,224022,197,,,,,,,,,,,,,,,,,,
,,8,990,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 24, ""trend"": ""steady"", ""trend_score"": 19}",640808,189117,"[501815, 501175, 501147, 503667, 503645]",FR,,0,15455,0,0,3,2,15455,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501147}, {""4"": 503667}, {""5"": 503645}]","tech house, house, latin, french dance, french electronic",,https://i.scdn.co/image/ab6761610000e5ebdda035f81588c96d5c7c257f,,,0,1,,,,,,,,,Mathias D.,0,1,,,0,2,1,6387,,,13,57,1,he/him,160960,275738,70729,,,,,24936,1572,0.020585,48.578244,76365,757848,29,1,24936,6387,757848,,,,,,,,,,,,,,,,,,,,,,
,,4,1980,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 10, ""trend"": ""steady"", ""trend_score"": 4}",108939,337136,"[501175, 501125, 501267, 507864, 507849, 501271, 501815, 501140, 501438]",,,0,268,0,0,49,1,268,,,,,,,"[{""1"": 501175}, {""2"": 501125}, {""3"": 501267}, {""4"": 507864}, {""5"": 507849}, {""6"": 501271}, {""7"": 501815}, {""8"": 501140}, {""9"": 501438}]","house, r&b/soul, afro house, vocal house, tribal, alternative hip-hop, tech house, instrumental, disco house",,https://i.scdn.co/image/ab6761610000e5eb63246fba3eff270b20ae1b1d,,16154,3,7,,,,,,,,,Nicholas Ryan Gant,3,7,,,0,1,2,6137,0,1,,296466,3,he/him,385906,237358,89333,,612,20,6247,7157,1571,0.142805,7.002546,11001,478771,19,2,7157,6137,478771,,,2023966,3172,,,,,,,,,808,134421,,0,0,,1,5952,0,5952
,,,,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 14, ""trend"": ""gradual decline"", ""trend_score"": 34}",3699145,1429621,"[501175, 501146, 501124, 501233, 501815, 501134, 501633, 503525, 503537, 503515, 503511]",US,South Lake Tahoe,,,,,,,,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501233}, {""5"": 501815}, {""6"": 501134}, {""7"": 501633}, {""8"": 503525}, {""9"": 503537}, {""10"": 503515}, {""11"": 503511}]","house, dance, electronic, european pop, tech house, ambient, melodic techno, us ambient, us dance, us electronic, us pop",,https://i.scdn.co/image/ab6761610000e5eb603ac8421afd736246f0d638,,,,,,,,,,,,,MKE,,,,,,,0,161,,,,,,he/him,,,167,,,,,0,1570,2.778761,0.359873,565,1377803,2,0,0,161,1377803,,,,,,,,,,,,,,,,,,,,,,
,,503,363798,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 1, ""trend"": ""gradual decline"", ""trend_score"": 18}",993941,588047,"[501175, 503353, 501368, 501146, 501124, 501815, 501147, 501236, 503326, 503309]",AL,Tirana,0,56,0,0,94,1,56,,,,,,,"[{""1"": 501175}, {""2"": 503353}, {""3"": 501368}, {""4"": 501146}, {""5"": 501124}, {""6"": 501815}, {""7"": 501147}, {""8"": 501236}, {""9"": 503326}, {""10"": 503309}]","house, mena electronic, chill house, dance, electronic, tech house, latin, european dance, european easy listening, european electronic",,https://i.scdn.co/image/ab6761610000e5ebdea4d5252cf827a1b8df0bec,,49974,0,1,,,,,,,,,Vin Veli,0,1,,,0,1,0,1342,,,17,177,1,he/him,572530,503710,252094,,,991,,0,1569,0.253637,3.942639,6186,162346,13,0,0,1342,162346,,,48859367,44055,,,,,,,,,8860,4096449,,,,,,,,
,,47,1617,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 29, ""trend"": ""gradual decline"", ""trend_score"": 73}",812999,1099047,"[501815, 501175, 501147, 503948, 503926]",MX,,,,,,40,,,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501147}, {""4"": 503948}, {""5"": 503926}]","tech house, house, latin, mexican dance, mexican electronic",,https://i.scdn.co/image/ab6761610000e5eb03dd6553d91eabb403b29b68,,,,,,,,,,,,,Momis Alanis,,,,,,,0,604,,,,2,,she/her,,,6833,,83,,,0,1569,1.966165,0.508604,798,127191,5,0,0,604,127191,,,932,2,,,,,,,,,,,,,,,,,,
,,0,35,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 93, ""trend"": ""steady"", ""trend_score"": 40}",1020926,626181,"[501378, 501815, 503537, 503520, 503515, 503512]",US,Orlando,,,,,25,,,,,,,,,"[{""1"": 501378}, {""2"": 501815}, {""3"": 503537}, {""4"": 503520}, {""5"": 503515}, {""6"": 503512}]","christian hip-hop, tech house, us dance, us devotional & spiritual, us electronic, us hip-hop/rap",,https://i.scdn.co/image/ab6761610000e5eb720ee41f6e399de1c9c8eed0,,,0,5,,,,,,,,,Knaladeus,0,5,,,,,1,745,,,31,8881,8,he/him,856432,413530,974,,91,,,34266,1568,0.540131,1.851403,2903,315319,13,1,34266,745,315319,,,7313,5,,,,,,,,,,,,,,,,,,
,,1,56,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 83, ""trend"": ""steady"", ""trend_score"": 38}",477419,123028,"[501559, 501175, 501124, 501120, 501543, 501815, 501146, 501646, 501147, 501236, 503309, 501237, 501234, 501233, 501235, 60932]",IT,,0,3014,0,0,1,4,3014,,,,,,,"[{""1"": 501559}, {""2"": 501175}, {""3"": 501124}, {""4"": 501120}, {""5"": 501543}, {""6"": 501815}, {""7"": 501146}, {""8"": 501646}, {""9"": 501147}, {""10"": 501236}, {""11"": 503309}, {""12"": 501237}, {""13"": 501234}, {""14"": 501233}, {""15"": 501235}, {""16"": 60932}]","italian hip-hop, house, electronic, pop, indie folk, tech house, dance, mpb, latin, european dance, european electronic, european folk, european hip-hop/rap, european pop, european rock",,https://i.scdn.co/image/ab6761610000e5eb49116087c709e610f0bbfa4b,,,0,2,,,,,,,,,Swan,0,2,,,0,4,0,3717,,,5442,354346,22,he/him,98867,359511,25702,,,,,0,1567,2.342302,0.42693,669,414059,4,0,0,3717,414059,,,2072,33,,,,,,,,1064,,,,,,,,,,
,,4,266,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 22, ""trend"": ""steady"", ""trend_score"": 89}",4045845,283552,"[501175, 501146, 501124, 501815, 501633, 503720, 503698]",CA,Berlin,,,,,28,,,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501815}, {""5"": 501633}, {""6"": 503720}, {""7"": 503698}]","house, dance, electronic, tech house, melodic techno, canadian dance, canadian electronic",,https://i.scdn.co/image/ab6761610000e5eba030c236933ac92c0ac737b0,,5313,,,,,,,,,,,Hyunji-A,,,,,,,0,2108,,,,10,,she/her,216851,657467,19132,,125,,,0,1567,0.040765,24.530951,38440,241913,26,0,0,2108,241913,,,253364,129,,,,,,,,,0,0,,,,,,,,
,,9,101,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 4, ""trend"": ""steady"", ""trend_score"": 32}",3486205,2357159,"[501175, 501815, 503537, 503515]",US,,,,,,2,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 503537}, {""4"": 503515}]","house, tech house, us dance, us electronic",,https://i.scdn.co/image/ab6761610000e5ebe44af6414b05de1082caad9f,,,,,,,,,,,,,Mitrosive,,,,,,,0,36,,,,866,,he/him,,,261,,,,,0,1563,260.5,0.003839,6,11697,0,0,0,36,11697,,,,0,,,,,,,,,,,,,,,,,,
,,46,17016,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 99, ""trend"": ""steady"", ""trend_score"": 91}",1679252,604730,"[501175, 501815, 501633, 503615, 503594]",DE,,,,,,34,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501633}, {""4"": 503615}, {""5"": 503594}]","house, tech house, melodic techno, german dance, german electronic",,https://i.scdn.co/image/ab6761610000e5eb14e59bdfb6216e5de051c86f,,,0,1,,,,,,,,,Naeiiv,0,1,,,,,1,2025,,,,855,1,he/him,831313,394560,14330,,,,,19901,1563,0.880068,1.136276,1776,356729,6,1,19901,2025,356729,,,11,1,,,,,,,,,,,,,,,,,,
,,9,604,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 5, ""trend"": ""growth"", ""trend_score"": 84}",6113832,497571,"[501815, 501146, 501124, 501267, 501175, 501303, 501633, 501147, 503746, 503724, 503721]",BR,,,,,,,,,,,,,,,"[{""1"": 501815}, {""2"": 501146}, {""3"": 501124}, {""4"": 501267}, {""5"": 501175}, {""6"": 501303}, {""7"": 501633}, {""8"": 501147}, {""9"": 503746}, {""10"": 503724}, {""11"": 503721}]","tech house, dance, electronic, afro house, house, bass, melodic techno, latin, brazilian dance, brazilian electronic, brazilian hip-hop/rap",,https://i.scdn.co/image/ab6761610000e5ebf7c6c7006811a2d20ea2b99d,,,,,,,,,,,,,RIVVO,,,,,,,0,499,,,,1,,he/him,371287,809752,2323,,,,,0,1562,0.107642,9.290013,14511,526737,19,0,0,499,526737,,,,0,,,,,,,,,,,,,,,,,,
,,1,185,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 1, ""trend"": ""gradual decline"", ""trend_score"": 21}",3743020,549427,"[501175, 501815, 509350, 509328]",BG,,,,,,10,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 509350}, {""4"": 509328}]","house, tech house, bulgarian dance, bulgarian electronic",,https://i.scdn.co/image/ab6761610000e5ebae3d3c32e6d2b99a2833b5ba,,2855,,,,,,,,,,,Nino (BG),,,,,,,0,1019,,,,7,1,he/him,415219,760745,4419,,,,,0,1562,0.157603,6.34507,9911,1678399,16,0,0,1019,1678399,,,,,,,,,,,,,,,,,,,,,,
,,2,21,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 31, ""trend"": ""gradual decline"", ""trend_score"": 24}",3940515,1032200,"[501815, 501175, 501147, 501215, 503263]",CL,,,,,,15,,,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501147}, {""4"": 501215}, {""5"": 503263}]","tech house, house, latin, latin dance, latin electronic",,https://i.scdn.co/image/ab6761610000e5eb2c7f61f0f00ff26aee6940c1,,,,,,,,,,,,,Jorge Lefenda,,,,,,,0,1126,,,2,1,,he/him,,,3970,,,,,0,1560,1.795167,0.557051,869,113368,3,0,0,1126,113368,,,785365,221,,,,,,,,,,,,,,,,,,
,,5,2484,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 33, ""trend"": ""steady"", ""trend_score"": 92}",4358048,580752,"[501267, 501175, 501124, 501179, 501815, 501146, 501125, 501147, 503537, 503515, 503516]",US,,,,,,,,,,,,,,,"[{""1"": 501267}, {""2"": 501175}, {""3"": 501124}, {""4"": 501179}, {""5"": 501815}, {""6"": 501146}, {""7"": 501125}, {""8"": 501147}, {""9"": 503537}, {""10"": 503515}, {""11"": 503516}]","afro house, house, electronic, drum & bass, tech house, dance, r&b/soul, latin, us dance, us electronic, us r&b/soul",,https://i.scdn.co/image/ab6761610000e5eb4527d22b32d6b4ca92883370,,,,,,,,,,,,,Migrant,,,,,,,0,609,,,,,,he/him,445941,746555,2415,,377,,,0,1555,0.14157,7.063666,10984,1252225,17,0,0,609,1252225,,,,,,,,,,,,,,,,,,,,,,
,,223,2752,False,0,0,,99000,0,,"{""stage"": ""undiscovered"", ""stage_score"": 48, ""trend"": ""steady"", ""trend_score"": 41}",107432,941201,"[501175, 501146, 501124, 501815, 501633, 507781, 501215, 503263, 506752]",AR,,,,,,256,,,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501815}, {""5"": 501633}, {""6"": 507781}, {""7"": 501215}, {""8"": 503263}, {""9"": 506752}]","house, dance, electronic, tech house, melodic techno, progressive house, latin dance, latin electronic",,https://i.scdn.co/image/ab6761610000e5ebf2a22c0480b1469054ad30c4,,,0,1,,,,,,,,,Stas Drive,0,1,,,,,0,1350,,,34,1958,1,he/him,997057,697399,46274,,420,,,0,1555,1.092762,0.915113,1423,233399,5,0,0,1350,233399,,,87,,,,,,,,,,,,,,,,,,,
,,116,17806,False,0,0,,99000,0,,"{""stage"": ""developing"", ""stage_score"": 3, ""trend"": ""steady"", ""trend_score"": 10}",65636,408873,"[501815, 501175, 501146, 501124, 501633, 501431, 507725, 501236, 503309, 24294, 506752]",GR,Thessaloniki,,,,,180,,,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501146}, {""4"": 501124}, {""5"": 501633}, {""6"": 501431}, {""7"": 507725}, {""8"": 501236}, {""9"": 503309}, {""10"": 24294}, {""11"": 506752}]","tech house, house, dance, electronic, melodic techno, deep house, melodic house, european dance, european electronic",,https://i.scdn.co/image/ab6761610000e5ebe9d9bd8a7a619b9caddb1c5b,1.1775,8723,0,1,,,,,,,,,Alexandros Djkevingr,0,1,,,,,0,4957,,,37,10234,,he/him,352096,456741,196025,,123,,,0,1554,0.201687,4.958172,7705,1822145,14,0,0,4957,1822145,,,134932,24,,,,,,,,,,,,,,,,,,
,,16,833,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 57, ""trend"": ""gradual decline"", ""trend_score"": 75}",1007572,758760,"[501146, 501124, 501175, 501815, 501633, 501236, 503309]",BE,,,,,,20,,,,,,,,,"[{""1"": 501146}, {""2"": 501124}, {""3"": 501175}, {""4"": 501815}, {""5"": 501633}, {""6"": 501236}, {""7"": 503309}]","dance, electronic, house, tech house, melodic techno, european dance, european electronic",,https://i.scdn.co/image/ab6761610000e5ebc0f770a511d676a59c803614,,,,,,,,,,,,,Greg S,,,,,,,0,453,,,77,114,1,he/him,563262,938266,13443,,,,,0,1554,0.478301,2.090734,3249,80364,11,0,0,453,80364,,,5331,13,,,,,,,,,,,,,,,,,,
,,,,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 16, ""trend"": ""gradual decline"", ""trend_score"": 60}",3563717,1288616,"[501175, 501815, 503667, 503645]",FR,Brno,0,418,0,0,,1,418,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 503667}, {""4"": 503645}]","house, tech house, french dance, french electronic",,https://i.scdn.co/image/ab6761610000e5eb8c006ed2a7908647a141198c,,,,,,,,,,,,,BLANC,,,,,0,1,0,389,,,,,,he/him,,,1642,,,,,0,1547,2.709282,0.369101,571,11803,2,0,0,389,11803,,,2636,5,,,,,,,,,,,,,,,,,,
,,0,15,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 10, ""trend"": ""gradual decline"", ""trend_score"": 44}",3949947,1365450,"[501175, 501815, 501638, 501147, 501215, 503263]",AR,Barranquilla,,,,,4,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501638}, {""4"": 501147}, {""5"": 501215}, {""6"": 503263}]","house, tech house, minimal house, latin, latin dance, latin electronic",,https://i.scdn.co/image/ab6761610000e5eb2efb4c785a7fbce104f0aca7,,,,,,,,,,,,,Dj Maury Tripp,,,,,,,0,100,,,,12939,439,he/him,,,812,,,,,0,1546,26.655172,0.037516,58,47407,0,0,0,100,47407,,,235736,8,,,,,,,,,,,,,,,,,,
,,9,489,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 68, ""trend"": ""steady"", ""trend_score"": 62}",800022,815073,"[501815, 501633, 503615, 503594]",DE,,,,,,7,,,,,,,,,"[{""1"": 501815}, {""2"": 501633}, {""3"": 503615}, {""4"": 503594}]","tech house, melodic techno, german dance, german electronic",,https://i.scdn.co/image/ab6761610000e5eb6c3dbb70d3f561e16fc66c62,,,0,2,,,,,,,,,Frankllin,0,2,,,,,0,925,,,,7,,he/him,727982,701235,7522,,,,,0,1544,1.02184,0.978627,1511,362295,6,0,0,925,362295,,,,,,,,,,,,,,,,,,,,,,
,,180,4591,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 60, ""trend"": ""steady"", ""trend_score"": 3}",505957,993557,"[501177, 501146, 501124, 501175, 501815, 503720, 503698, 503709]",CA,,,,,,209,,,,,,,,,"[{""1"": 501177}, {""2"": 501146}, {""3"": 501124}, {""4"": 501175}, {""5"": 501815}, {""6"": 503720}, {""7"": 503698}, {""8"": 503709}]","trance, dance, electronic, house, tech house, canadian dance, canadian electronic, canadian psychedelic",,https://i.scdn.co/image/ab6761610000e5eb39e1d2f6542859d5e918639c,,,0,2,,,,,,,,,Memory Loss,0,2,,,,,0,830,,,72,7547,3,she/her,1005124,735894,6603,,359,,,0,1544,0.673647,1.484456,2292,205340,8,0,0,830,205340,,,2661,10,,,,,,,,,,,,,,,,,,
,,0,504,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 4, ""trend"": ""steady"", ""trend_score"": 14}",4004287,468592,"[501175, 501146, 501124, 501815, 503590, 503568]",GB,,0,305,0,0,52,1,305,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501815}, {""5"": 503590}, {""6"": 503568}]","house, dance, electronic, tech house, uk dance, uk electronic",,https://i.scdn.co/image/ab6761610000e5ebed1260571d80a62f0991e2ee,,,2,4,,,,,,,,,Jamie Unknown,2,4,,,0,1,1,2097,,,,12,1,he/him,820267,279455,24544,,,,,15291,1543,0.536136,1.865198,2878,362664,9,1,15291,2097,362664,,,1535,7,,,,,,,,,,,,,,,,,,
,,34,5649,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 12, ""trend"": ""steady"", ""trend_score"": 27}",7861846,210263,"[501815, 501175, 501633, 503537, 503515]",US,London,,,,,8,,,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501633}, {""4"": 503537}, {""5"": 503515}]","tech house, house, melodic techno, us dance, us electronic",,https://i.scdn.co/image/ab6761610000e5eb924d712eb337a87a408b1bc3,,,,,,,,,,,,,CENKK,,,,,,,2,1480,1,1,,281,,he/him,251998,137720,8191,,,,,214661,1542,0.061982,16.133593,24878,658909,21,2,214661,1480,658909,,,588,2,,,,,,,,,,,,1,,,1,,,
1,1,5,39,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 92, ""trend"": ""gradual decline"", ""trend_score"": 21}",612845,662577,"[501175, 501815, 503537, 503515]",US,Los Angeles,,,,,55,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 503537}, {""4"": 503515}]","house, tech house, us dance, us electronic",Los Angeles,https://i.scdn.co/image/ab6761610000e5ebe53b7fafa0ed186c8f00e07a,,1375,0,1,,,,,,,,,Fritz Carlton,0,1,1,1,,,0,2690,,,,19296,,he/him,808919,478912,17839,,609,,,0,1541,0.72895,1.371836,2114,181317,6,0,0,2690,181317,,,23814,17,,,,,,,,,,,,,,,,,,
,,20,7918,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 46, ""trend"": ""steady"", ""trend_score"": 74}",4311648,830896,"[501175, 501146, 501124, 501267, 501140, 503353, 501368, 501815, 501675, 501236, 503326, 503309, 503324]",NO,,,,,,42,,,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501267}, {""5"": 501140}, {""6"": 503353}, {""7"": 501368}, {""8"": 501815}, {""9"": 501675}, {""10"": 501236}, {""11"": 503326}, {""12"": 503309}, {""13"": 503324}]","house, dance, electronic, afro house, instrumental, mena electronic, chill house, tech house, organic house, european dance, european easy listening, european electronic, european instrumental",,https://i.scdn.co/image/ab6761610000e5ebda3f8a7b55538d75834df111,,,,,,,,,,,,,Dj Leoni,,,,,,,0,386,,,7,19,1,he/him,618709,976224,1974,,,,,0,1540,0.935033,1.069481,1647,1268190,7,0,0,386,1268190,,,,1,,,,,,,,,,,,,,,,,,
,,1,276,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 65, ""trend"": ""steady"", ""trend_score"": 71}",4074128,1010116,"[501175, 501815, 501147, 503746, 503724]",BR,,,,,,15,,,,,,,,,"[{""1"": 501175}, {""2"": 501815}, {""3"": 501147}, {""4"": 503746}, {""5"": 503724}]","house, tech house, latin, brazilian dance, brazilian electronic",,https://i.scdn.co/image/ab6761610000e5eb2e0255e07bf8293eddf3f24c,,,,,,,,,,,,,Luan Trombin,,,,,,,0,1181,,,,40,,he/him,,,9087,,,,,0,1539,1.369217,0.730344,1124,255117,4,0,0,1181,255117,,,27559,14,,,,,,,,,,,,,,,,,,
,,,,False,,,,,,,"{""stage"": ""undiscovered"", ""stage_score"": 9, ""trend"": ""steady"", ""trend_score"": 27}",8214543,1680419,"[501610, 501815, 501146, 501124, 501121, 501147, 503615, 503612, 503594, 503591, 503610, 503597]",DE,,,,,,235,,,,,,,,,"[{""1"": 501610}, {""2"": 501815}, {""3"": 501146}, {""4"": 501124}, {""5"": 501121}, {""6"": 501147}, {""7"": 503615}, {""8"": 503612}, {""9"": 503594}, {""10"": 503591}, {""11"": 503610}, {""12"": 503597}]","lounge, tech house, dance, electronic, hip-hop/rap, latin, german dance, german easy listening, german electronic, german hip-hop/rap, german instrumental, german jazz",,https://i.scdn.co/image/ab6761610000e5eb0c4200a9ecefb359257938d8,,,,,,,,,,,,,Nati Davis,,,,,,,0,224,,,,,,she/her,,,121,,,,,0,1536,56.888889,0.017578,27,261721,0,0,0,224,261721,,,4646,3,,,,,,,,,,,,,,,,,,
1,1,50,15152,False,,,,,,,"{""stage"": ""mainstream"", ""stage_score"": 3, ""trend"": ""steady"", ""trend_score"": 22}",450169,25659,"[501815, 501175, 501146, 501124, 501261, 501633, 501329, 507675, 503746, 503724]",BR,,,,,,1082,,,,,,,,,"[{""1"": 501815}, {""2"": 501175}, {""3"": 501146}, {""4"": 501124}, {""5"": 501261}, {""6"": 501633}, {""7"": 501329}, {""8"": 507675}, {""9"": 503746}, {""10"": 503724}]","tech house, house, dance, electronic, acidcore, melodic techno, brazilian house, hard house, brazilian dance, brazilian electronic",,https://i.scdn.co/image/ab6761610000e5eb7d75c65b35492954102a7c14,,11786,1,2,,,,,,,,,M0B,1,2,1,1,,,0,9827,,,19,553,1,he/him,19770,238615,528622,,477,,,0,1536,0.055361,18.063151,27745,1085617,28,0,0,9827,1085617,,,38489265,40555,,,,,,,,,,,700165,,,19069362,,,,
,,0,33,False,,,,,,,"{""stage"": ""developing"", ""stage_score"": 2, ""trend"": ""decline"", ""trend_score"": 100}",4476809,483155,"[501175, 501146, 501124, 501815]",,,,,,,6,,,,,,,,,"[{""1"": 501175}, {""2"": 501146}, {""3"": 501124}, {""4"": 501815}]","house, dance, electronic, tech house",,https://i.scdn.co/image/ab6761610000e5eb6ab52a68ae23c3a9448d5d14,,,,,,,,,,,,,Joaquin Lamanna,,,,,,,0,716,0,3,,,,,498622,382297,6164,,,2559,14026,0,1535,0.335519,2.980456,4575,588047,10,0,0,716,588047,,,,,,,,,,,,,,,,0,0,,3,213693,0,213693
